common_voice_mn_40584386|Ном уншихдаа ч гэсэн идэвхтэй бай.
common_voice_mn_40584406|Манайд байгаа хлорамфеникол, тетрациклин, эритромицин ч энэхүү жагсаалтад байгааг албаны эх сурвалж мэдээллээ.
common_voice_mn_40584705|Нөмөр хаалт багатай тал газар болоод тэгдэг байлгүй.
common_voice_mn_40585409|Арваад хоног хар гэрт хоригдож, аль хэцүүгээр тамлуулавч эрийн шийр зааж үг өчиг алдсангүй.
common_voice_mn_40585410|Өнөөгийн Кабул нь олон өнгө төрхтэй хот билээ.
common_voice_mn_40585433|Алтан хатгамалтай хөх ягаан хувцас тань танд зохисон гэдэг нь ванлий!
common_voice_mn_18987409|Хайлтад яаж хамгийн түрүүнд олдох вэ гэдэг сэдвээр захирал Баяржавхлан илтгэл тавина.
common_voice_mn_18987414|Ойролцоогоор арван гурав орчим насны, урт хар үс, тунгалаг саарал нүдтэй охин байлаа.
common_voice_mn_18987421|Тэгэхээр өөрөө өөрийнхөө толгойг мэдээд шулуухан зугтаж үзье.
common_voice_mn_18987423|Бүгд яг л жинхэнэ дайн шиг.
common_voice_mn_18987431|Дуганч нь хурлыг цагт нь эхлүүлэх, хаах, хурлын сүмийг цэвэр байлгах үүрэгтэй.
common_voice_mn_18987432|Социалист байгуулалтын үнс нурман дээр хаягдчихаад зовлон туулж дэнжгэнэсээр босоод ирлээ.
common_voice_mn_18987439|Чи ч эмэгтэй хүнээс дутахгүй гэрийн ажил мэддэг хүн юмаа.
common_voice_mn_18987440|Газрын дундад тэнгист эзэмшил газар нутгаа өргөжүүлж бүрэн эзэмшихийн төлөө Карфаген.
common_voice_mn_18987453|Чамд энэ байдал чинь хачин сайхан зохиж байна.
common_voice_mn_18987463|Энэхүү хатанхайрал нь мэдрэлийн хэт ачааллаас үүджээ.
common_voice_mn_18987477|Саяын нь бяцхан бачимдал урсгасан хэдэн дусал нулимстай нь хамт алга болжээ.
common_voice_mn_18987481|Дараагийн нэг асуудал нь захиргааны албан хаагчдын тухай асуудал байна.
common_voice_mn_18987484|Намайг олондоо хар буруу санаж явдаг гэж хэлэх нь үү?
common_voice_mn_18987488|Гүйцэтгэлийн хариуцлага гэдэг нь нийтийн байгууллагуудын харьцуулах цэгийн тухай сонгодог эргэцүүлэгчдийн үзэл санаа.
common_voice_mn_18987489|Арван наймтай байхад ахлах сургууль төгсөх нь эцсийн буудал байсан.
common_voice_mn_18987499|Зөвхөн ажиллах үедээ зүүдэг эвэр хүрээтэй том нүдний шилээ зүүжээ.
common_voice_mn_18987525|Нэгэнтээ бүтэн тасалгаа худалдаад авсан хойно юундаа яарах вэ.
common_voice_mn_18987527|Тэгэхлээр тэдэнтэй нэгэн цагт бид ийм юмтай учрах болбол бэлэн биш үү?
common_voice_mn_18987529|Та нар чинь яагаад дуугүй хөшчихөө вэ?
common_voice_mn_18987530|Хятадуудаас сурсан бас нэг арга нь төөнүүр.
common_voice_mn_18987539|Мөн хэлийг ойлгох, сурахад зориулсан загварууд, тэмдгийн ба магадлалын загварын харьцуулал бий болжээ.
common_voice_mn_18987540|Би ажилдаа л хамгийн их дуртай.
common_voice_mn_18987543|Удалгүй ээлжийн ахлагч ирж юу болсныг тайлбарлахыг шаардав.
common_voice_mn_18987546|Энэ нь шууд дайралт биш харин туршилт байж болно.
common_voice_mn_18987550|Уур бол энэ дэлхий дээрх хамгийн их хөнөөлт хар хүч юм.
common_voice_mn_18987555|Ийм хагалгаа хийлгэсэн хүмүүс өвдөлтийн талаар нэг ч мэдээлэл өгсөнгүй.
common_voice_mn_18987565|Экспортыг урамшуулах, дотоодын үйлдвэрлэлийг дэмжих талаар дорвитой алхмуудыг амлалаа.
common_voice_mn_18987571|Барилгын салбарт ажиллаж байгаа хятад ажилчны үнэлэмж, цалингийн үнэлгээг дахин авч хэлэлцэж магадгүй.
common_voice_mn_18987574|Та энэ зун эмийн ургамал уулнаас их түүлгэсэн.
common_voice_mn_18987576|Эхэндээ итгээгүй боловч үнэн болж таарав.
common_voice_mn_18987577|Наранд бараг гардаггүйгээс хятад хүүхнүүдийнх шиг цав цагаан болжээ.
common_voice_mn_18987579|Арван электродын зургаа нь цээжин дээр тавигддаг.
common_voice_mn_18987582|Ингээд алслагдал хомсдолыг бий болгох олон шалтгаануудын нэг болох нь тодорхой юм.
common_voice_mn_18987583|Цагаан соёот ухасхийснээ гэнэт санан доороо зогсов.
common_voice_mn_18987596|Өмнөд хөрш өөрийгөө чадварлаг мэргэшсэн ажиллах хүч, сайн менежер, судлаач, шинжээчдээр хангаж цэнэглэж байна.
common_voice_mn_18987598|өөрсдөд нь таалагдах гэж хэтэрхий хичээдэг бүсгүйчүүдийг эрчүүд ихэнхдээ нэг их сонирхоод байдаггүй.
common_voice_mn_18987599|Тэгээд ихэд гайхсан байдалтай хөмсгөө дээш өргөв.
common_voice_mn_18987604|Гавшгай шалмаг нь хэвээрээ, орой ачаагаа ян тан болгочхоод шөнө хагаслаад хөдөлдөг юм гэв.
common_voice_mn_18987611|Нэгмөсөн гурван тэрэг зэрэг гаргах бололцоогүй байсан болохоор гурван өдөр цувуулж зөөсөн биз.
common_voice_mn_18987613|Дараа нь хүүхдүүдтэйгээ тоглож тэдэндээ цаг гаргадаг.
common_voice_mn_18987616|Найз охид нь гайхаж, түүнийг шүлгээ урьдчилаад нууцаар цээжилчихдэг гэж бодож байлаа.
common_voice_mn_18987620|Өнгөрсний хойноос харамсавч буцаад ямар цаг хугацааг эргүүлж болох биш.
common_voice_mn_18987622|Тэр хэзээ ч энэ тахиа шигээ амьд амьтныг гартаа барьж байгаагүй мэт санав.
common_voice_mn_18987624|Гэхдээ энэ хоёр сандал даанч түүнд зориулагдсан эд биш ээ.
common_voice_mn_18987631|Зарим үнэтэй Алтан Ганжуур, Данжуур зэрэг номуудыг ядуу амьдралтай хүмүүс уншуулж чадахгүй нь мэдээж.
common_voice_mn_19000945|Хэдийгээр энэ нь маш хэцүү байсан ч эргэж харалгүйгээр хийж чадсан даа.
common_voice_mn_19000946|Би Том эзэнтнийг бодоод л тэсдэг байсан юм.
common_voice_mn_40503791|Самбуу ч үнэхээр зоригтой, золбоотой аавын хүү юм гэж бахархах сэтгэл эрхгүй төрнө.
common_voice_mn_40582464|Би хөлөө удаанаар зөөн шаардлагатай таван алхам хийв.
common_voice_mn_40582617|Тиймээс байгууллагын дотоод уур амьсгал тэгш байдлыг хангасан байдаг.
common_voice_mn_40582619|Харин үлдэх хувийн дийлэнхийг нь дээр хэлсэн протестантчууд эзэлж байна.
common_voice_mn_40583176|Энэ бол саяын өвгөний дөчөөд жилийн өмнөх амьдралын нэгэн зураг байв.
common_voice_mn_40583179|Олборлолтыг хориг тавьсан үеийнхээс өсгөх боломж өгөхгүй нөхцөлийг Тегеран яасан ч зөвшөөрөхгүй.
common_voice_mn_40583195|Иймэрхүү үйл явдал Монголд ямар нэгэн хэмжээгээр давуу тал авчирна гэсэн үг.
common_voice_mn_40583478|Атлантын далай болоод Галфын урсгал нь Британийн цаг агаарт нөлөөлдөг.
common_voice_mn_40583535|Хэрэв капиталистад мөнгө хэрэгтэй болбол тэр улам шаргуу ажиллана.
common_voice_mn_40583594|Түүнээс хойш арваад хоногийн дараа, Сарангаас захиа ирэв.
common_voice_mn_40587868|Хөл нь урд өдрөөс илүү хавагнажээ.
common_voice_mn_40588002|Энэхүү төхөөрөмжөөрөө дамжуулан тоглоомын хорхойтнуудыг биеэ хөгжүүлэх боломжоор хангана гэж үзэж байна.
common_voice_mn_40588463|Яалаа гэж манайхан нэгнийхээ тэмээг хулгайлах вэ дээ.
common_voice_mn_40588669|Түүнээс биш та нарын хойноос зүүгдээд л байхгүй юу гэв.
common_voice_mn_40588684|Урьд нь хоолойгоо чангахан засах буюу худал ханиалган амьд байгаагаа мэдэгддэг байв.
common_voice_mn_40588913|Ашгүй чи мэдсэн юм шиг хүрээд ирлээ гэж хэлэхэд л итгэжээ.
common_voice_mn_40589072|Тэдний тулааны нүргээн чимээ хавь ойрд нь цуурайтаж байсан гэдэг.
common_voice_mn_40589105|Нэгдсэн вант улс Европ тивээс баруун хойд зүгт байх Британийн арлууд дээр оршино.
common_voice_mn_40591066|Дуртай яамандаа гэсэн болохоор сонголт бидний гарт байна.
common_voice_mn_40591127|Тэр дээш харан хэвтсээр өдрийг барав.
common_voice_mn_40592006|Удаан алхахлаар миний хөл өвддөг.
common_voice_mn_40592151|Очиж байж л болъё хэмээн Кирилл инээмсэглэн хариулав.
common_voice_mn_40288796|Тэнгэр газар болон түүний түг түмнийг ийнхүү гүйцээв.
common_voice_mn_40288797|Энэ хором, энэ мөчид сэтгэл минь үгээр хэлшгүй хачин их догдолж билээ.
common_voice_mn_40288812|Нөхцөл байдал өөрчлөгдөнгүүт чи эсрэг талдаа урвадаг.
common_voice_mn_40350237|Хотын амьдралд хөл тавьж хүнээс дутахгүй амьдрахын тулд өрсөлдөөнийг ялах шаардлага тулгарна.
common_voice_mn_40350255|Чи тоглож байгаа байлгүй дээ.
common_voice_mn_40350285|Ард түмний угсаа гарлыг тодорхойлдог хэд хэдэн судалгааны арга бий.
common_voice_mn_40350286|Хүн хүндээ дасна гэдэг юутай ч зүйрлэмгүй хэцүү юм шүү.
common_voice_mn_40423585|Гэвч энэ дайнд түүнийг ялагдагчийн хувь зохиол хүлээж байгаа.
common_voice_mn_40424004|Хувцас хунар чирсэн нь амар байж дээ.
common_voice_mn_40534635|Далд санаагаа харилцан мэдэхээ болиод хүн төрөлхтөн жаргасангүй.
common_voice_mn_40534636|Бүх юм бүтэж амар сайхандаа жаргадаг төгсгөл зөвхөн үлгэрт л байдаг шүү дээ.
common_voice_mn_40534651|Орчлон ертөнц үүсэн тогтоод сая сая жил өнгөрчээ.
common_voice_mn_40534698|Эрчүүд хар үүрээр эхнэрүүдээ сэрээгээд эмэгтэй хүнд хэлж болно гэсэн бүхнээ дэлгэн ярив.
common_voice_mn_40534741|Бүр сүүлд нь хогийн саваа ухаад олсонгүй.
common_voice_mn_40534745|Санаад байх юу байсан юм бэ.
common_voice_mn_40534747|Тэднийг хэчнээн бултаж зайлавч хөөж гүйцээд устгахад хялбархан.
common_voice_mn_40534815|Ээлжит бус хурлаар таван нэр дэвшигч өрсөлдсөнөөс хоёр нь эцсийн шатанд шалгарлаа.
common_voice_mn_40534859|Тус тусын ор дэвсгэр дээр унтсан хойно, мэдээжийн хэрэг хүүхэн хааяа хааяа зөөлөн ханиана.
common_voice_mn_40534860|Аливаа бичиг үсгийн тогтолцоо нь тусгай үсгүүд болон цэг тэмдэгтүүдээс бүрддэг.
common_voice_mn_40534904|Тэр тасалгаанд жигдхэн хийцтэй авсаархан ширээ хоёр эгнээгээр засжээ.
common_voice_mn_40534923|Том үсэр гэсэн бол том л үсэрнэ.
common_voice_mn_40534934|Тэнд мастерууд гар хумхилгүй хөдөлмөрлөж байлаа.
common_voice_mn_40534998|Тиймдээ ч ухаантайгаа өөд нар харуулдаггүй байх.
common_voice_mn_40535011|Дансанд маань хорь хүрэхгүй доллар үлдсэн.
common_voice_mn_40535014|Тиймээс, Алан гоо эхийн домог бол ялангуяа бидний энэ цаг үед мартаж болохгүй сургаал.
common_voice_mn_40535022|Дээр үеийн ядуу мөрөөрөө амь зуугчид байсныг эхэнд дурдсан.
common_voice_mn_40535054|Үүнийхээ хэрээр мөнгө ч их олсон.
common_voice_mn_40548709|Тийм «аймшигт» үг сонсохоос огт тойрч чадахгүй гэдгийг би сайн мэдэж байсан юм.
common_voice_mn_40548763|Юутай гомдолтой зэрлэг амьдрал, юутай хайрлалтай залуу нас, юунд шинэ ертөнцийг үзэхийг үл хүснэ.
common_voice_mn_40548848|Боровтор царай нь тос даан гэрэлтэж, хоёр хацар нь улаа бутран туяарах аж.
common_voice_mn_40549043|Эдвардын юу гэж хэлснийг санаж байна уу?
common_voice_mn_40549110|Хоёр жилийн хойно тэнд хоёр сайхан саглагар мод ургав.
common_voice_mn_40549415|Гурван жилийн өмнө завиндаа сууж яваад эргэж ирээгүй.
common_voice_mn_40549716|Надад хэрхэн ханддагаас нь үл шалтгаалан би тэднийг ямагт хүндэтгэж явдаг.
common_voice_mn_40549743|Олон талын харилцаа тухайн харилцааны оролцогч бүр нэгбүрчилсэн хүсэл зоригоо илэрхийлдэг харилцаа юм.
common_voice_mn_40549849|Өөр нэмэр хамжаа бий болов уу гэж хэллээ.
common_voice_mn_40550087|Хүүхэн эргүүлдэггүй эрд хөөрхөн хүүхэн өөрөө хүрээд ирдэг юм уу?
common_voice_mn_40550104|Наран улсаас айж сүрдсэндээ манай хоёр хүнийг суллан тавьсан болохоос...
common_voice_mn_40592279|Ширүүхэн гараар барихгүй бол толгой дээр гарч мэднэ.
common_voice_mn_18577540|Бүсгүй энэ байдлыг хараад бүр ч ихээр айдаст автав.
common_voice_mn_18577541|Ингээд хаашаа ч явж завдалгүй байж байтал нэг орой бөөн улс гэрийг нь тойров.
common_voice_mn_18577542|Электрофизиологийн оношилгоо, шинжилгээ, радио давтамжит катетр аблаци эмчилгээг хийх боломжтой болсон таатай мэдээг дуулгая.
common_voice_mn_18577554|Гонгор номыг аливаа буян хишгийг дэлгэрүүлэн арвижуулахад айлтгуулна.
common_voice_mn_18577555|Манайд ажил хэрэгч хувцаслалтын хувьд хувь хүний мэдрэмж, сонирхол давамгайлж ирсэн.
common_voice_mn_18577556|Хааяа янжуур сорж суух нь их л зугаатай юм шиг түүнд санагдах болжээ.
common_voice_mn_18577558|Дээр өгүүлсэн зүйл бол дайн эхэлсэн анхны жилийн нэгэн дуртгал билээ.
common_voice_mn_18577579|Бидэнд багц дууны төслөөсөө орлого олох зорилго байхгүй, хүүхдүүддээ зориулж хийсэн.
common_voice_mn_18577580|Үүнээс үзвэл саналын гурван багцыг бидэнд өгч байгааг ажиглав.
common_voice_mn_18577582|Тус аяны тайлангийн задаргааг дахин хянаад, он гарсны дараа бүлгийн гишүүддээ мэдээлэх болно.
common_voice_mn_18629310|Түүнчлэн, монгол бичгээр байгаа баримтыг текст таних систем ч хийж туршиж байсан.
common_voice_mn_18629340|Хулгайлагчид ямар нэгэн юмнаас айж байгааг тэр мэдэрч байлаа.
common_voice_mn_18629394|Чи эсвэл тушаал дэвшмээр байна уу?
common_voice_mn_18629423|Галт тэрэгний буудалд зорчигчдын хөдөлгөөн нэн өнөр.
common_voice_mn_18629424|Монгол хүн дээлээ өмсөөд, бүсээ бүслээд малгайгаа тавиад бүрэн хувцасласан хойноо золгодог.
common_voice_mn_18629426|Хэлж мэдэхгүй юмыг надаас битгий шалгаа.
common_voice_mn_18629470|Болор дуран-ийн давуу тал зөвхөн зөв бичихэд анхаарснаар зогсохгүй, таны алтан цагийг хэмнэнэ.
common_voice_mn_18629507|Хайрцаг тамхи татаад хэн ч үхдэггүй.
common_voice_mn_18629528|Контороос гараад Цэрэгмааг байр руугаа явж байтал Самдан араас нь гүйцэж ирэв.
common_voice_mn_18629530|Бусад хөлгөний малгайнаас ялгарах онцлог нь Сажава урсгалынх улаан өнгөтэй байдаг.
common_voice_mn_18629531|Ийм байж яаж том албан тушаалд дэвшсэн юм бол.
common_voice_mn_18629532|Шөнө яагаа ч үгүй эрт байна.
common_voice_mn_18655960|Харин миний хийсэн үүрний ойр хавиар ямарч шувуу алга байлаа.
common_voice_mn_18655962|Амьтан ах дүүсээ баярлуулах гэж байгаа хүн би гэж аргадав.
common_voice_mn_18655965|Нэгдүгээр сарын шүүх ажиллагаан дээр тэр хоёр Кировыг алуулсны ёс суртахууны хариуцлагыг хүлээсэн.
common_voice_mn_18655967|Өвөлжөөнд байшингаас гадна малын "саравч" барих шаардлагатай болсон юм.
common_voice_mn_18655968|Ингэдэг юм, арга дадлага чинь бас л болоогүй байна даа, ахиад жаахан суралц гэв.
common_voice_mn_18655981|Бүгдээрээ хэлэлцвэл буруугүй, булгийн усаар угаавал хиргүй.
common_voice_mn_18655984|Маам үргэсэн хонио хураан хэвтүүлээд гэртээ оров.
common_voice_mn_18655985|Парис тэгэхэд ч дэлхийн төв байсан.
common_voice_mn_18655998|Би энэ гөрөөс шиг болгоно гэхэд дайчид гараа өргөн ухарцгаалаа.
common_voice_mn_18655999|Тэдний ойролцоо амьдардаг тосгоны зарим хүүхдүүдэд польшоор уншиж бичихийг зааж эхлэв.
common_voice_mn_18656000|Хотын төв рүү дөхөх тусам хоолой хорсгох утаа гамшгийн хэмжээнд хүрснийг тэндээс харж болохоор.
common_voice_mn_18656001|За за багшаа танд тэгээд гүтгэлэг гэх нотолгоо юу байна даа?
common_voice_mn_18656013|Би тэр муу үйлдвэрт хэдэн сар үнэ хөлсгүй хөлсөө цувуулан зүтгэсэн.
common_voice_mn_18656014|Тэр санаа алдаад дараа нь бичиж эхлэв.
common_voice_mn_18656015|Хүлээн авалт дуусах үеэр тоо нь дэндүү их болоод дахиж тооцоолж ч чадсангүй гэв.
common_voice_mn_18656043|Тэрхүү шинэхэн байшингаас үнэхээр л нэгэн тохитой буурьтай өвгөн, хоёр залуугийн хамт гарч ирэв.
common_voice_mn_18656044|Энэ удаа ч гэсэн өөрийг нь сэрхийлгэхээр юм хэлнэ гэж огт бодсонгүй.
common_voice_mn_18656075|Тэрээр Мартаг үүдэнд хэрхэн хүлээж байгааг Жон анзаарав.
common_voice_mn_18656086|Шүүгчид Мигелийн түрүүлж үсэрсэн нь түүний буруу биш гэж үзээд уралдаанд долдугаарт байрт оруулжээ.
common_voice_mn_18656087|Хүмүүст төдийгүй хөшөөнд ч бас хувь заяа байдаг биз.
common_voice_mn_18656089|Манай багш шиг өгөөмөр хүн ч ховор доо.
common_voice_mn_18656094|Цацрагуудын бүх бүрдэл хэсэг нь тухайн объектын байрлалын бүтцийг харуулж байдаг байна.
common_voice_mn_18656106|Чамд өөр хэнтэй ч найзлах боломж олгохгүй.
common_voice_mn_18656107|Наймдугаар сарын хорин хэдний нарлаг сайхан өдөр билээ.
common_voice_mn_18656122|Гагцхүү сүүмэлзэх зулын гэрэлд алтлаг өнгөт бурхдын дүр бүдэгхэн үзэгдэнэ.
common_voice_mn_18656150|гэж асуухад хэл нь бараг хөдлөхгүй байв.
common_voice_mn_18656152|Хаанаасаа хаалгач нь, богдоосоо бошгоч нь гэгчээр хэтэрхий дээгүүр гүйгээд яах вэ хөө.
common_voice_mn_18656166|Нэр хугарахаар яс хугар гэдгийг сэтгэлдээ агуулж эцэг эхийн нэрийг хичээе.
common_voice_mn_18656177|Зуны шөнийн гүн харанхуй удалгүй шингэрч үүрийн өмнөх гэгээ туяарах ажээ.
common_voice_mn_18656191|Ядуу Ричардын цаг тооны бичиг дэлхий дахинаа алдаршиж, хэд хэдэн хэлэнд орчуулагдаж байсан юм.
common_voice_mn_18656192|Бусдаар дээр юм юу ч байхгүй.
common_voice_mn_18988865|Тэндхийн машинт станцын агрономич, саяхан сургууль төгссөн шавхийсэн залуу бий.
common_voice_mn_18988868|Үнэндээ хүн бүр хааяа гутарч цөхөрдөг.
common_voice_mn_18988880|Хүнтэй суугаагүй л байгаа юу, одоо ч оройтлоо доо гэж хэлүүлсээр залхаж байна даа.
common_voice_mn_18988882|Миний хувьд энэ бүхэн их таалагдаж байна.
common_voice_mn_18988895|Холбооны нөөцийн банкны эсрэг чиглэсэн зурвас, уриалга их түгээмэл байлаа.
common_voice_mn_18988900|Ганц найдвар болсон хүү итгэлийг нь хөсөрдүүлсэнд гомдсон эцэг хүүтэйгээ огт дуугардаггүй байлаа.
common_voice_mn_18988910|Хамгийн шаналгаатай нь хүү ор сураггүй алга болсонд л байлаа.
common_voice_mn_18988914|Жаргалан сумын төв энүүхэн агшны анир чимээгүйд дүнсийн нойрмоглож байгаа мэтээ.
common_voice_mn_18988920|Тэгээд түр завсарлаж оройн зургаад цугларахаар болж тарлаа.
common_voice_mn_18988922|Дайны урьд жил бараа элбэг, мөнгө ч үнэтэй байсан цаг.
common_voice_mn_18988924|Ажил үйл сайтай байвал өөрт нь л хэрэгтэйсэн.
common_voice_mn_18988931|Энэ хэр миний сэтгэлийг өөрөө ч учрыг тайлж чадамгүй нэг л зүйл зовоож байлаа.
common_voice_mn_18988932|Хүн гэдэг сургуульд орохын төлөө мөн ч овжин хөөцөлдөх юм.
common_voice_mn_18988935|Чулууны урам хугарч, нэг л гомдох сэтгэл төрөн ширээн дээрээ таг дуугүй суув.
common_voice_mn_18988936|Самдан улам ч ов асаж Цэрэгмаагийн бүсэлхийгээр тэврэхэд гарыг нь түлхэн зайлуулав.
common_voice_mn_18988939|Бид гагцхүү Гомбын тухай л бага сага юм мэдэж байна.
common_voice_mn_18988940|Бүсгүй хүн гэж этгээд хачин амьтан юм.
common_voice_mn_18988941|Тэрээр дөрөөн дээрээ боссоноо мориныхоо бүдүүн гуянд ташуур өгөн цогиулав.
common_voice_mn_18988942|Монголчуудын төрөлх заяа тавилан нь байгаагаараа тэр чигтээ цул эрх чөлөө байж.
common_voice_mn_18988943|Ундрах буг болов. Тэр босож ирэв гэж үхлийн муухай дуугаар үргэлжлэн хашхичив.
common_voice_mn_18988947|Гэтэл би гэж тэнэг амьтан чамд туслаад л!
common_voice_mn_18988948|Энэ ажилд хөгшин залуу, хүүхэд багачуудгүй цөм эрвийх дэрвийхээрээ оролцоно.
common_voice_mn_18988949|Өнгөрсөн ирээдүйг шүүмжлэх зуур олон одон жарав, жирэв.
common_voice_mn_18988951|Хосолмол цахим орчуулгад тоо бүртгэлийн болон дүрэм суурилсан аргыг хамтад нь хэрэглэдэг.
common_voice_mn_18988953|Учир нь тэр Скарлеттад дэндүү хэрэгтэй.
common_voice_mn_18988954|Дэн буудлын эзэгтэй хатагтай Дооне түүнд өрөөг нь зааж өгч үзүүлэхэд боломжийн аятайхан санагдав.
common_voice_mn_18988960|Бедоинууд жин тээх замын дагуу манаа хийж яваад тааралдана.
common_voice_mn_18988965|Хоёр жилийн дараа анхны хүүхэд, хожим Нобелийн шагнал хүртсэн охин нь төрлөө.
common_voice_mn_18988972|Энэ хооронд ээж нь нас барж харж хандах хүнгүй болов.
common_voice_mn_18988987|Ойрмогхон байрлах моднууд дээр том том аалзнууд сууж байна.
common_voice_mn_18988990|Хорин дөрвөн жилийн өмнө би баяр хөөртэй нэгэн байлаа.
common_voice_mn_18988993|Дарь эхийн мандал шиваа номыг ажил үйлс бүтээхэд, мөн жирэмсэн эхчүүдийн эрүүл энхэд айлтгуулна.
common_voice_mn_18988994|Чулуун нүүрс, төмөр, ган болд, олон төрлийн машинуудыг мөн энд үйлдвэрлэдэг.
common_voice_mn_18988998|Би маш их сэтгэл зовж энд ганцаардаж байна.
common_voice_mn_18989009|Дэрийг түшиж амттай унтахаас өдөр хэрэг үгүй.
common_voice_mn_18989012|Ардууд бараг цугларч гүйцсэн бололтой, ер нь ч урьд урьдаас олон хүн ирсэн байлаа.
common_voice_mn_18989014|Зорчигчдод дохио өгөх нь одоо хөдлөх боллоо гэж бид хоёрт ч бас сануулах мэт.
common_voice_mn_19002307|Хөгжөөх үү гэж та түрүүн асуусан биз дээ.
common_voice_mn_19002309|Төмөр гарт түүний өрсөлдөгч биш гэдгээ мэдэж хүлцэнгүй байдалтай ухрав.
common_voice_mn_19002310|Шунал нь барагддаггүй монгол ноёдын аманд манж нар бас нэгэн чулуу зохиогоод зуулгачихсан.
common_voice_mn_19002311|Гондорчууд андуудыг нь амаргүй зам хүлээж байгааг мэдсэн мөртөө орхиод явдаггүй.
common_voice_mn_19002315|Өө тэр хүн чинь өнөө л «улаан хувьсгалч» Лхагва юм байна шүү дээ.
common_voice_mn_19002316|Юуны тулд гэрлэлтийн амьдрал нь хоорондын зохицлын шинжтэй сэтгэлтэй байх болзол шаардагдах ёстой.
common_voice_mn_19002319|Тэр цуглаан дээр байсан хүмүүс юу бодож байсан бол?
common_voice_mn_19002321|Улсын цолд зүтгэж яваа Хантайшир дэвжээний хэд хэдэн бөхчүүд наадмын бэлтгэлээ базааж байгаа.
common_voice_mn_19002325|Итгэмээргүй бүх юм сайхан сонсогдож байна.
common_voice_mn_19002334|Энэ бичсэн юмыг нэг уншаад хэл найруулгыг нь засаад өгөөч, гуйж байна.
common_voice_mn_19002336|Ингээд сар үүрд нүцгэн явах болсон юмсанжээ.
common_voice_mn_19002338|Бид хоёр мэргэн хүнд үзүүлсэн саадгүй биелнэ гэсэн шүү.
common_voice_mn_19002344|Оддын гэрэлд тэр дажгүй харагдаж байв.
common_voice_mn_19002345|Нэг гэм нь тэр дагавар хүүхэдтэй.
common_voice_mn_19002352|Дараа ирж уулзаарай гэвэл үг дуугүй толгой дохиж бөгтийн алхана.
common_voice_mn_19002353|Энэ нь хэн нэгэн сургууль дээр ирсний дохио байлаа.
common_voice_mn_19002354|Хайран хүүхнийг тэгж гэмтүүлснийг харааж зүхэвч баршгүй.
common_voice_mn_19002356|Би өөрийнхөө амьдралаар амьдарч байгаадаа баяртай байдаг байсан.
common_voice_mn_19002357|Гэрэлт орчлон гэдэг эх минь байв.
common_voice_mn_19002360|Гэхдээ би худалдаж авч чадах болов уу?
common_voice_mn_19002361|Амьдралын мөр хөөсөн нээрээ ч бурханд сүсэгтэй ядуу хүмүүс бий.
common_voice_mn_40584333|Анхандаа аз жаргалтай байсан энэ гэрлэлт мөн л залуу хосод дараа болжээ.
common_voice_mn_40584652|Тэгээд бид дахин хэзээ ч салахгүй, энэ насыг дуустал хамтдаа амьдарна.
common_voice_mn_40584683|Бяцхан охин хариу юу хэлэхээ мэдэхгүй, мэгдэн сандарснаас номхон зогсож, доош харан хумсаараа оролдов.
common_voice_mn_40585445|Тэр үүнээс бараг эмээж байсан гэхэд болно.
common_voice_mn_40585625|Энэ үдшийг болтол тэд хэзээ ч маргалдаж байсангүй.
common_voice_mn_40585673|Сүүлийн найман жилд баригдсан орон сууцнууд ямар ч хяналтгүйгээр сантехникээ өөрсдөө шийдэж иржээ.
common_voice_mn_40585674|Өмнө монгол бичгийг цахим орчинд өргөн хүрээнд ашиглаж чадахгүй байсан.
common_voice_mn_40585689|Дуу зохиох юм бол их л урт дуу гарна даа.
common_voice_mn_40585691|Энэ бол шүтлэгтэн хүний хувьд хамгийн чухал зүйл гэдэг нь судалгаанаас харагдаж байгаа юм.
common_voice_mn_40585746|Зүүн талд зүлэг модоор дүүрэн амралтын бүс бололтой.
common_voice_mn_40585844|Даваа аравдугаар сарын гуравны шөнө жижүүрлэхдээ байрнаасаа гараагүй гэдэг огт худал.
common_voice_mn_40586140|Австрийн Анна хатны царай туяаран бараг инээмсэглэх дөхөөд явчихав.
common_voice_mn_40586162|Хийдэг ажил нь юу вэ гэвэл хэсэх, тэнэх хэрэлдэх, зодолдох хааяа хааяа.
common_voice_mn_40586201|Алтан хааны гүнж энэ бүсгүй цэвэр үзэсгэлэнтэй нас залуу ажээ.
common_voice_mn_40586309|Гэсэн хэдий ч дөнгөж үүр цаймагц тэрээр дахин зоорьруу харайлгав.
common_voice_mn_40586423|Тэгээд бусад нь бүгд сайн дурынхан.
common_voice_mn_40586441|Учир нь миний ажил тийм билээ.
common_voice_mn_40586503|Гэвч найз нь бууж өгсөнгүй түүнийг шаналгасаар л байв.
common_voice_mn_40586505|Тэр орой Чулуун наран жаргахын үед гэрээр нь очвол Гомбо байсангүй.
common_voice_mn_40586544|Харин өнөөдөр хүүхдээс мэдүүлэг авахыг бид зөвшөөрөхгүй.
common_voice_mn_40586588|Аав нь шоронд байгаа гэх үү?
common_voice_mn_40586666|Тэгэхдээ эргүүлж авахгүй юм шүү гээд бүсэлсэн тавьтын төгрөг өгөв.
common_voice_mn_40586706|Гэвч, зууны үед Чингисийн удмын бус, Ойрдын тэргүүлэх язгууртан хунтайж цолтойгоор Зүүнгарыг удирдаж асан.
